Images,Labels
artifacts/data_ingestion/data/dataset\fogsmog\4574.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\3066.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1101.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5457.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6200.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3733.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0412.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3186.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5666.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\2985.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4108.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5469.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6632.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\0974.jpg,snow
artifacts/data_ingestion/data/dataset\snow\0859.jpg,snow
artifacts/data_ingestion/data/dataset\frost\4024.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3606.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2176.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\4065.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0175.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2823.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3092.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\2932.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1670.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3087.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3012.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0381.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0728.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2067.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2382.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\2937.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4840.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2436.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3946.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1404.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6286.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0266.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3191.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4480.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4329.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0396.jpg,hail
artifacts/data_ingestion/data/dataset\frost\4045.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1874.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4432.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0421.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1563.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1224.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2060.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0727.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\2994.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6303.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2467.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5031.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2751.jpg,dew
artifacts/data_ingestion/data/dataset\rime\4974.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2071.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\1922.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1824.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1763.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5803.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3347.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4634.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6489.jpg,glaze
artifacts/data_ingestion/data/dataset\rainbow\0640.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\1022.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2430.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0522.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2687.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3975.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6179.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3886.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4725.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2489.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1482.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5165.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0066.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3437.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2562.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3333.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0690.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2109.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1132.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4665.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0623.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0124.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6478.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1098.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3938.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6510.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0060.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5466.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0769.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3683.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5778.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1028.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2428.jpg,dew
artifacts/data_ingestion/data/dataset\rainbow\0794.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3222.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1590.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2565.jpg,dew
artifacts/data_ingestion/data/dataset\rainbow\0811.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2014.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2146.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3260.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\6068.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3257.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0766.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3229.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5518.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4413.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1174.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0678.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2124.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1065.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2265.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0535.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3894.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6513.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1694.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1157.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4626.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3635.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0878.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2616.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2208.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0079.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\2951.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\6042.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0533.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3586.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0248.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5815.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2657.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3017.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1200.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6343.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6155.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\1976.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1281.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3301.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6337.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5483.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4168.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6658.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1088.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2241.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0042.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3214.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\1904.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4676.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5341.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3923.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2426.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1356.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6587.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3911.jpg,frost
artifacts/data_ingestion/data/dataset\rime\6023.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3340.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3971.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6515.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1002.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0657.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2117.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1797.jpg,rain
artifacts/data_ingestion/data/dataset\frost\4002.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1191.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3447.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2856.jpg,dew
artifacts/data_ingestion/data/dataset\rainbow\0778.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6346.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4499.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\1990.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\4046.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2840.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1273.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0673.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\0953.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3656.jpg,frost
artifacts/data_ingestion/data/dataset\rime\4981.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2661.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2004.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5822.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4651.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6458.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3627.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1707.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0815.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3998.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0683.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\1299.jpg,snow
artifacts/data_ingestion/data/dataset\frost\4025.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1058.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0532.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1468.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1140.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1760.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2356.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3008.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\6041.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1082.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4176.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5772.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2348.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1637.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2689.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2882.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1834.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4763.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4540.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0720.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4597.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\0980.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0011.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0619.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3845.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2811.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2196.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1045.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5310.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3803.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0724.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0322.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\2007.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0624.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6160.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2703.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2861.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1580.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1364.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3747.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6440.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1233.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0167.jpg,hail
artifacts/data_ingestion/data/dataset\rime\4977.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3192.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4306.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2153.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2575.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2738.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2121.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5529.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1325.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\1902.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0602.jpg,rainbow
artifacts/data_ingestion/data/dataset\dew\2637.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0010.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5383.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5922.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1641.jpg,rain
artifacts/data_ingestion/data/dataset\frost\4003.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5352.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2384.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6696.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\0845.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0319.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0790.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\5354.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3673.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3715.jpg,frost
artifacts/data_ingestion/data/dataset\rime\6080.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1893.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\0904.jpg,snow
artifacts/data_ingestion/data/dataset\snow\0962.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6401.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2232.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2644.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1267.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4805.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4389.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3878.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0335.jpg,hail
artifacts/data_ingestion/data/dataset\frost\4052.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2371.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2072.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\0913.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1271.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1383.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1389.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3183.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1636.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1210.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3121.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2530.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4754.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2472.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2226.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4350.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1495.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\2032.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4210.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6649.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3896.jpg,frost
artifacts/data_ingestion/data/dataset\frost\3607.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5272.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0247.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1673.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1013.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2286.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1145.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0713.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1847.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0437.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3756.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3025.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3603.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1970.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4274.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0006.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3226.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0281.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5427.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0810.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\0922.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3982.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0830.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6720.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0497.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6607.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4366.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1718.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6690.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5067.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0664.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\2919.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2725.jpg,dew
